judul,lemmatized,kategori,tanggal_upload,waktu_upload,link_berita
Mau Investasi Saham? Simak Beberapa Keuntungan dan Risikonya,investasi saham simak untung risiko,MONEY,29/01/2022, 19:35 WIB,https://money.kompas.com/read/2022/01/29/193548626/mau-investasi-saham-simak-beberapa-keuntungan-dan-risikonya
"Cerita Anak 6 Tahun Usai Disetubuhi Tukang Siomay, Celana Dalam Dicuci Pelaku, Airnya Diminum",cerita anak tubuh tukang siomay celana cuci laku air minum,NEWS,29/01/2022, 19:32 WIB,https://megapolitan.kompas.com/read/2022/01/29/19323151/cerita-anak-6-tahun-usai-disetubuhi-tukang-siomay-celana-dalam-dicuci
"Selfie Bersama Anaknya di Pinggir Rel, Ibu Muda di Cilacap Tewas Tersambar KA",selfie anak pinggir rel muda cilacap tewas sambar ka,REGIONAL,29/01/2022, 19:31 WIB,https://regional.kompas.com/read/2022/01/29/193133678/selfie-bersama-anaknya-di-pinggir-rel-ibu-muda-di-cilacap-tewas-tersambar
Gelombang Ke-7 Covid-19 Mulai Terjang Singapura,gelombang covid terjang singapura,GLOBAL,29/01/2022, 19:30 WIB,https://www.kompas.com/global/read/2022/01/29/193000870/gelombang-ke-7-covid-19-mulai-terjang-singapura
"Fakta Baru, Ada Kekerasan di Kerangkeng Bupati Nonaktif Langkat, Lebih dari 1 Orang Meninggal",fakta keras kerangkeng bupati nonaktif langkat orang tinggal,REGIONAL,29/01/2022, 19:29 WIB,https://medan.kompas.com/read/2022/01/29/192941278/fakta-baru-ada-kekerasan-di-kerangkeng-bupati-nonaktif-langkat-lebih-dari-1
"Link Live Streaming Persib Vs Persikabo, Kickoff 20.45 WIB",link live streaming persib vs persikabo kickoff wib,BOLA,29/01/2022, 19:29 WIB,https://bola.kompas.com/read/2022/01/29/19292938/link-live-streaming-persib-vs-persikabo-kickoff-2045-wib
Pangdam Pattimura Pimpin Upacara Pemakaman Prajurit TNI yang Gugur di Papua,pangdam pattimura pimpin upacara makam prajurit tni gugur papua,REGIONAL,29/01/2022, 19:27 WIB,https://regional.kompas.com/read/2022/01/29/192752278/pangdam-pattimura-pimpin-upacara-pemakaman-prajurit-tni-yang-gugur-di-papua
"Kapolresta Banjarmasin: Kalau Boleh Menembak, Saya Tembak Kepalanya",kapolresta banjarmasin tembak tembak kepala,REGIONAL,29/01/2022, 19:26 WIB,https://regional.kompas.com/read/2022/01/29/192615378/kapolresta-banjarmasin-kalau-boleh-menembak-saya-tembak-kepalanya
6 Hal yang Perlu Dilakukan Agar Aki Sepeda Motor Awet,hal aki sepeda motor awet,OTOMOTIF,29/01/2022, 19:22 WIB,https://otomotif.kompas.com/read/2022/01/29/192200915/6-hal-yang-perlu-dilakukan-agar-aki-sepeda-motor-awet
"Jangan Terkecoh, Ini Bedanya Cinta atau Hanya Ketertarikan Sesaat",kecoh beda cinta tarik,WIKEN,29/01/2022, 19:22 WIB,https://www.kompas.com/wiken/read/2022/01/29/192200681/jangan-terkecoh-ini-bedanya-cinta-atau-hanya-ketertarikan-sesaat
"UPDATE 29 Januari: Vaksinasi Covid-19 Dosis Kedua di Tangsel Mencapai 77,9 Persen",update januari vaksinasi covid dosis tangsel capai persen,NEWS,29/01/2022, 19:19 WIB,https://megapolitan.kompas.com/read/2022/01/29/19194051/update-29-januari-vaksinasi-covid-19-dosis-kedua-di-tangsel-mencapai-779
"Sebar Video Majikan Telanjang di TikTok, TKI di Singapura Dibui 17 Bulan",sebar video majikan telanjang tiktok tki singapura bui,GLOBAL,29/01/2022, 19:15 WIB,https://www.kompas.com/global/read/2022/01/29/191500070/sebar-video-majikan-telanjang-di-tiktok-tki-di-singapura-dibui-17-bulan
"Witan dan Egy Jadi Starter, FK Senica Ditumbangkan FC Zlin 0-4",witan egy starter fk nica tumbang fc zlin,BOLA,29/01/2022, 19:14 WIB,https://bola.kompas.com/read/2022/01/29/19143378/witan-dan-egy-jadi-starter-fk-senica-ditumbangkan-fc-zlin-0-4
Apa Perbedaan Solo dan Surakarta?,beda solo surakarta,REGIONAL,29/01/2022, 19:12 WIB,https://yogyakarta.kompas.com/read/2022/01/29/191215078/apa-perbedaan-solo-dan-surakarta
"Imlek 2022 Tahun Macan Air, Ini 5 Shio Paling Beruntung Tahun Ini",imlek macan air shio untung,WIKEN,29/01/2022, 19:10 WIB,https://www.kompas.com/wiken/read/2022/01/29/191000581/imlek-2022-tahun-macan-air-ini-5-shio-paling-beruntung-tahun-ini
"Ciri-ciri iPhone HDC, Apa Bedanya dengan iPhone Original?",iphone hdc beda iphone original,TEKNO,29/01/2022, 19:09 WIB,https://tekno.kompas.com/read/2022/01/29/19090047/ciri-ciri-iphone-hdc-apa-bedanya-dengan-iphone-original-
KSAD Sebut Prajurit TNI yang Gugur di Papua sebagai Pahlawan,ksad prajurit tni gugur papua pahlawan,NEWS,29/01/2022, 19:08 WIB,https://nasional.kompas.com/read/2022/01/29/19082501/ksad-sebut-prajurit-tni-yang-gugur-di-papua-sebagai-pahlawan
"Meroket 90 Persen Jadi 95 Juta, Pengguna DANA 2021 Cetak Rekor",roket persen juta guna dana cetak rekor,MONEY,29/01/2022, 19:08 WIB,https://money.kompas.com/read/2022/01/29/190800926/meroket-90-persen-jadi-95-juta-pengguna-dana-2021-cetak-rekor
"Cara Simpan Seafood yang Sudah Dimasak, Tahan Berapa Lama?",simpan seafood masak tahan,FOOD,29/01/2022, 19:08 WIB,https://www.kompas.com/food/read/2022/01/29/190800675/cara-simpan-seafood-yang-sudah-dimasak-tahan-berapa-lama-
Jepang Kurangi Masa Karantina Kedatangan dari Luar Negeri Jadi 7 Hari,jepang kurang karantina datang negeri,TRAVEL,29/01/2022, 19:07 WIB,https://travel.kompas.com/read/2022/01/29/190700227/jepang-kurangi-masa-karantina-kedatangan-dari-luar-negeri-jadi-7-hari
"Calendar of Event 2022 Kulon Progo, Ada Ratusan Kegiatan Pendukung Pariwisata",calendar of event kulon progo ratus giat dukung pariwisata,TRAVEL,29/01/2022, 19:07 WIB,https://travel.kompas.com/read/2022/01/29/190700327/calendar-of-event-2022-kulon-progo-ada-ratusan-kegiatan-pendukung-pariwisata
"Di Kebumen, Rumah Warga Disulap Jadi Tempat Karaoke Ilegal untuk Pesta Miras",kebumen rumah warga sulap karaoke ilegal pesta miras,REGIONAL,29/01/2022, 19:06 WIB,https://regional.kompas.com/read/2022/01/29/190659078/di-kebumen-rumah-warga-disulap-jadi-tempat-karaoke-ilegal-untuk-pesta-miras
"HT Persebaya Vs PSS: Jual Beli Serangan Berujung Tanpa Gol, Skor 0-0",ht persebaya vs pss jual beli serang ujung gol skor,BOLA,29/01/2022, 19:05 WIB,https://bola.kompas.com/read/2022/01/29/19052098/ht-persebaya-vs-pss-jual-beli-serangan-berujung-tanpa-gol-skor-0-0
Warga Gresik Digegerkan Penemuan Mayat Tanpa Identitas di Muara Bengawan Solo,warga gresik geger temu mayat identitas muara bengawan solo,REGIONAL,29/01/2022, 19:01 WIB,https://surabaya.kompas.com/read/2022/01/29/190116378/warga-gresik-digegerkan-penemuan-mayat-tanpa-identitas-di-muara-bengawan
"Virus NeoCov Diklaim Ilmuwan China Varian Covid Baru, Virus Apa Itu?",virus neocov klaim ilmuwan china varian covid virus,SAINS,29/01/2022, 19:01 WIB,https://www.kompas.com/sains/read/2022/01/29/190100423/virus-neocov-diklaim-ilmuwan-china-varian-covid-baru-virus-apa-itu-
11 Obat Batuk Kering Alami yang Ampuh ala Rumahan,obat batuk kering alami ampuh rumah,HEALTH,29/01/2022, 19:01 WIB,https://health.kompas.com/read/2022/01/29/190100468/11-obat-batuk-kering-alami-yang-ampuh-ala-rumahan
"Setelah 2 Tahuh Lebih Bebas Covid-19, Negara Kiribati Bobol Juga",tahuh bebas covid negara kiribati bobol,GLOBAL,29/01/2022, 19:00 WIB,https://www.kompas.com/global/read/2022/01/29/190000070/setelah-2-tahuh-lebih-bebas-covid-19-negara-kiribati-bobol-juga
"Jangan Dibuang, Masker N95 hingga KN95 Bisa Dipakai Lagi, Ini Caranya",buang masker n hingga kn pakai,TREN,29/01/2022, 19:00 WIB,https://www.kompas.com/tren/read/2022/01/29/190000565/jangan-dibuang-masker-n95-hingga-kn95-bisa-dipakai-lagi-ini-caranya
Penataan Kawasan Mangrove Tahura Bali Minim Material Beton,tata kawasan mangrove tahura bal minim material beton,PROPERTI,29/01/2022, 19:00 WIB,https://www.kompas.com/properti/read/2022/01/29/190000421/penataan-kawasan-mangrove-tahura-bali-minim-material-beton
Mobil Listrik BMW i3 Akan Disuntik Mati,mobil listrik bmw i suntik mati,OTOMOTIF,29/01/2022, 18:59 WIB,https://otomotif.kompas.com/read/2022/01/29/185949215/mobil-listrik-bmw-i3-akan-disuntik-mati
"Guru Pukul Siswa di Surabaya, Eri Cahyadi Datangi Sekolah: Saya Tak Ingin Kejadian Ini Terulang",guru siswa surabaya eri cahyadi datang sekolah tak jadi ulang,REGIONAL,29/01/2022, 18:53 WIB,https://surabaya.kompas.com/read/2022/01/29/185357778/guru-pukul-siswa-di-surabaya-eri-cahyadi-datangi-sekolah-saya-tak-ingin
"Jokowi: IKN Kita Jadikan ""Showcase"" Transformasi Lingkungan, Ekonomi, Teknologi, dan Sosial",jokowi ikn jadi showcase transformasi lingkung ekonomi teknologi sosial,NEWS,29/01/2022, 18:51 WIB,https://nasional.kompas.com/read/2022/01/29/18511481/jokowi-ikn-kita-jadikan-showcase-transformasi-lingkungan-ekonomi-teknologi
"Kena Penyekatan di Bogor, 15 Anggota GMBI yang Bawa Senjata Tajam Ditangkap",kena sekat bogor anggota gmbi bawa senjata tajam tangkap,REGIONAL,29/01/2022, 18:51 WIB,https://bandung.kompas.com/read/2022/01/29/185109078/kena-penyekatan-di-bogor-15-anggota-gmbi-yang-bawa-senjata-tajam-ditangkap
Intip Gaji dan Tunjangan Kadinkes hingga Kepala Puskesmas di Jakarta,intip gaji tunjang kadinkes hingga kepala puskesmas jakarta,MONEY,29/01/2022, 18:50 WIB,https://money.kompas.com/read/2022/01/29/185019426/intip-gaji-dan-tunjangan-kadinkes-hingga-kepala-puskesmas-di-jakarta
"Dua Hari Tayang di Bioskop, Ben & Jody Ditonton Lebih dari 27.000 Orang",tayang bioskop ben jody tonton orang,HYPE,29/01/2022, 18:48 WIB,https://www.kompas.com/hype/read/2022/01/29/184848866/dua-hari-tayang-di-bioskop-ben-jody-ditonton-lebih-dari-27000-orang
"Lebih Modern, Minnie Mouse Kini Pakai Kostum Setelan Kerja",modern minnie mouse pakai kostum setel kerja,LIFESTYLE,29/01/2022, 18:47 WIB,https://lifestyle.kompas.com/read/2022/01/29/184754420/lebih-modern-minnie-mouse-kini-pakai-kostum-setelan-kerja
"Sinopsis Ikatan Cinta 29 Januari 2022, Jessica Menangis dan Memohon agar Irvan Bisa Diselamatkan",sinopsis ikat cinta januari jessica tangis mohon irvan selamat,HYPE,29/01/2022, 18:41 WIB,https://www.kompas.com/hype/read/2022/01/29/184156166/sinopsis-ikatan-cinta-29-januari-2022-jessica-menangis-dan-memohon-agar
"Viral, Video Guru Pukul Siswa di SMP Surabaya, Dispendik Minta Maaf",viral video guru siswa smp surabaya dispendik maaf,REGIONAL,29/01/2022, 18:41 WIB,https://surabaya.kompas.com/read/2022/01/29/184133778/viral-video-guru-pukul-siswa-di-smp-surabaya-dispendik-minta-maaf
"BI: Negara Berkembang Lebih Siap Hadapi Exit Strategy Negara Maju, tetapi...",bi negara kembang hadap exit strategy negara maju,MONEY,29/01/2022, 18:40 WIB,https://money.kompas.com/read/2022/01/29/184000126/bi--negara-berkembang-lebih-siap-hadapi-exit-strategy-negara-maju-tetapi-
Kenali Perubahan Emosi dan Perilaku pada Kucing Pengidap Diabetes ,kenal ubah emosi perilaku kucing idap diabetes,HOMEY,29/01/2022, 18:40 WIB,https://www.kompas.com/homey/read/2022/01/29/184000476/kenali-perubahan-emosi-dan-perilaku-pada-kucing-pengidap-diabetes-
"3 Jenazah Korban Kebakaran Diskotek Double O Teridentifikasi, Termasuk DJ Indah Cleo",jenazah korban bakar diskotek double o identifikasi dj indah cleo,REGIONAL,29/01/2022, 18:34 WIB,https://regional.kompas.com/read/2022/01/29/183437878/3-jenazah-korban-kebakaran-diskotek-double-o-teridentifikasi-termasuk-dj
Update 29 Januari: Ada 11.112 Suspek Covid-19 di Indonesia,update januari suspek covid indonesia,NEWS,29/01/2022, 18:32 WIB,https://nasional.kompas.com/read/2022/01/29/18324371/update-29-januari-ada-11112-suspek-covid-19-di-indonesia
"Jepang Ajukan Tambang Emas Sado Jadi Warisan Dunia UNESCO, Korea Selatan Protes",jepang ajuk tambang emas sado waris dunia unesco korea selatan protes,GLOBAL,29/01/2022, 18:30 WIB,https://www.kompas.com/global/read/2022/01/29/183000470/jepang-ajukan-tambang-emas-sado-jadi-warisan-dunia-unesco-korea-selatan
Sejarah dan Makna Lampion pada Perayaan Imlek,sejarah makna lampion raya imlek,TREN,29/01/2022, 18:30 WIB,https://www.kompas.com/tren/read/2022/01/29/183000465/sejarah-dan-makna-lampion-pada-perayaan-imlek
Bagaimana Cara Mencegah Penyakit Gagal Jantung?,cegah sakit gagal jantung,SAINS,29/01/2022, 18:30 WIB,https://www.kompas.com/sains/read/2022/01/29/183000023/bagaimana-cara-mencegah-penyakit-gagal-jantung-
"UPDATE 29 Januari: Kasus Baru Covid-19 Tersebar di 33 Provinsi, Tertinggi di Jakarta 5.765 Kasus Baru",update januari covid sebar provinsi tinggi jakarta,NEWS,29/01/2022, 18:26 WIB,https://nasional.kompas.com/read/2022/01/29/18265851/update-29-januari-kasus-baru-covid-19-tersebar-di-33-provinsi-tertinggi-di
"Siswa SMP Jatuh ke Bawah jembatan Liliba Kupang, Selamat Berkat Tas Nyangkut Batu",siswa smp jatuh jembatan liliba kupang selamat berkat tas nyangkut batu,REGIONAL,29/01/2022, 18:26 WIB,https://regional.kompas.com/read/2022/01/29/182643178/siswa-smp-jatuh-ke-bawah-jembatan-liliba-kupang-selamat-berkat-tas-nyangkut
"Update 29 Januari: Bertambah 2.590, Total Kasus Sembuh dari Covid-19 Mencapai 4.133.923",update januari tambah total sembuh covid capai,NEWS,29/01/2022, 18:26 WIB,https://nasional.kompas.com/read/2022/01/29/18260881/update-29-januari-bertambah-2590-total-kasus-sembuh-dari-covid-19-mencapai
Perusahaan Pembiayaan Ini Buka Program Pembelian Aksesori Aftermarket,usaha biaya buka program beli aksesori aftermarket,OTOMOTIF,29/01/2022, 18:22 WIB,https://otomotif.kompas.com/read/2022/01/29/182200315/perusahaan-pembiayaan-ini-buka-program-pembelian-aksesori-aftermarket
2 Cara Filet Ikan Salmon Seperti Tantangan MasterChef Indonesia,filet ikan salmon tantang masterchef indonesia,FOOD,29/01/2022, 18:21 WIB,https://www.kompas.com/food/read/2022/01/29/182100575/2-cara-filet-ikan-salmon-seperti-tantangan-masterchef-indonesia
Update 29 Januari: 52.555 Kasus Aktif Covid-19 di Indonesia,update januari aktif covid indonesia,NEWS,29/01/2022, 18:18 WIB,https://nasional.kompas.com/read/2022/01/29/18184691/update-29-januari-52555-kasus-aktif-covid-19-di-indonesia
"Perkenalkan, Willow, Kucing Nomor 1 di Amerika Serikat",kenal willow kucing nomor amerika serikat,LIFESTYLE,29/01/2022, 18:15 WIB,https://lifestyle.kompas.com/read/2022/01/29/181513220/perkenalkan-willow-kucing-nomor-1-di-amerika-serikat
"UPDATE 29 Januari: Bertambah 17, Kasus Kematian Covid-19 Jadi 144.285 Jiwa",update januari tambah mati covid jiwa,NEWS,29/01/2022, 18:13 WIB,https://nasional.kompas.com/read/2022/01/29/18135451/update-29-januari-bertambah-17-kasus-kematian-covid-19-jadi-144285-jiwa
"Juara Australia Open, Ash Barty Akhiri Penantian 10 Tahun dan Ukir Sejarah",juara australia open ash barty nanti ukir sejarah,BOLA,29/01/2022, 18:13 WIB,https://www.kompas.com/sports/read/2022/01/29/18135158/juara-australia-open-ash-barty-akhiri-penantian-10-tahun-dan-ukir-sejarah
"Jelang MotoGP Mandalika 2022, UMK Binaan Pertamina Berhasil Jalin Kerja Sama dengan Hotel dan Resor Besar di NTB",jelang motogp mandalika umk bina pertamina hasil jalin kerja hotel resor besar ntb,ADVERTORIAL,29/01/2022, 18:13 WIB,https://biz.kompas.com/read/2022/01/29/181347128/jelang-motogp-mandalika-2022-umk-binaan-pertamina-berhasil-jalin-kerja-sama
Apa Itu Devisa dan Sumber Utama Penambahan Devisa Negara?,devisa sumber utama tambah devisa negara,MONEY,29/01/2022, 18:13 WIB,https://money.kompas.com/read/2022/01/29/181300626/apa-itu-devisa-dan-sumber-utama-penambahan-devisa-negara-
"Dipercaya Bawa Sial, Ini 7 Makanan yang Pantang Disantap saat Imlek",percaya bawa sial makan pantang santap imlek,WIKEN,29/01/2022, 18:10 WIB,https://www.kompas.com/wiken/read/2022/01/29/181000581/dipercaya-bawa-sial-ini-7-makanan-yang-pantang-disantap-saat-imlek
UPDATE 29 Januari: Kasus Covid-19 di DKI Jakarta Bertambah 5.765 Orang,update januari covid dki jakarta tambah orang,NEWS,29/01/2022, 18:08 WIB,https://megapolitan.kompas.com/read/2022/01/29/18082491/update-29-januari-kasus-covid-19-di-dki-jakarta-bertambah-5765-orang
"Pengertian Konservasi Perairan, Tujuan, Manfaat, dan Contoh Kawasan  ",erti konservasi air tuju manfaat kawasan,REGIONAL,29/01/2022, 18:08 WIB,https://regional.kompas.com/read/2022/01/29/180821178/pengertian-konservasi-perairan-tujuan-manfaat-dan-contoh-kawasan
Desa Coumboscuro di Italia yang Ternyata Tidak Pakai Bahasa Italia,desa coumboscuro italia pakai bahasa italia,TRAVEL,29/01/2022, 18:07 WIB,https://travel.kompas.com/read/2022/01/29/180700627/desa-coumboscuro-di-italia-yang-ternyata-tidak-pakai-bahasa-italia
Ini 4 Alasan Udang Tidak Perlu Dikupas Saat Diolah,alas udang kupas olah,FOOD,29/01/2022, 18:04 WIB,https://www.kompas.com/food/read/2022/01/29/180400475/ini-4-alasan-udang-tidak-perlu-dikupas-saat-diolah
Update 29 Januari: Kasus Baru Covid-19 Bertambah 11.588,update januari covid tambah,NEWS,29/01/2022, 18:03 WIB,https://nasional.kompas.com/read/2022/01/29/18034311/update-29-januari-kasus-baru-covid-19-bertambah-11588
Cara Membersihkan Pintu Kaca Kamar Mandi Menggunakan Cuka ,bersih pintu kaca kamar mandi cuka,HOMEY,29/01/2022, 18:03 WIB,https://www.kompas.com/homey/read/2022/01/29/180300876/cara-membersihkan-pintu-kaca-kamar-mandi-menggunakan-cuka-
Banyak Kecelakaan karena Pengendara Kurang Waspada,celaka kendara waspada,OTOMOTIF,29/01/2022, 18:02 WIB,https://otomotif.kompas.com/read/2022/01/29/180200215/banyak-kecelakaan-karena-pengendara-kurang-waspada
Bocah 6 Tahun di Jagakarsa Disetubuhi Tukang Siomay,bocah jagakarsa tubuh tukang siomay,NEWS,29/01/2022, 18:01 WIB,https://megapolitan.kompas.com/read/2022/01/29/18012981/bocah-6-tahun-di-jagakarsa-disetubuhi-tukang-siomay
5 Cara Mengatasi Pneumonia pada Anak,atas pneumonia anak,HEALTH,29/01/2022, 18:01 WIB,https://health.kompas.com/read/2022/01/29/180100668/5-cara-mengatasi-pneumonia-pada-anak
Manfaat Buah Duku dan Kandungan Gizinya Baik untuk Diet hingga Cegah Penuaan Dini,manfaat buah duku kandung gizi diet hingga cegah tua,SAINS,29/01/2022, 18:01 WIB,https://www.kompas.com/sains/read/2022/01/29/180100923/manfaat-buah-duku-dan-kandungan-gizinya-baik-untuk-diet-hingga-cegah
"Bersiap yang Terburuk, Anak-anak Sekolah Ukraina Simulasi Ancaman Bom dan Rudal ",buruk anak anak sekolah ukraina simulasi ancam bom rudal,GLOBAL,29/01/2022, 18:00 WIB,https://www.kompas.com/global/read/2022/01/29/180000770/bersiap-yang-terburuk-anak-anak-sekolah-ukraina-simulasi-ancaman-bom-dan
Terapkan Rumus 3 Detik di Jalan Tol Agar Tetap Aman Berkendara,terap rumus detik jalan tol aman kendara,PROPERTI,29/01/2022, 18:00 WIB,https://www.kompas.com/properti/read/2022/01/29/180000621/terapkan-rumus-3-detik-di-jalan-tol-agar-tetap-aman-berkendara
Cara Menyapih Anak agar Tidak Rewel,sapih anak rewel,TREN,29/01/2022, 18:00 WIB,https://www.kompas.com/tren/read/2022/01/29/180000565/cara-menyapih-anak-agar-tidak-rewel
Liga 1 2021-2022: Badai Covid-19 Menerjang Seri 4 di Bali,liga badai covid terjang seri bal,BOLA,29/01/2022, 18:00 WIB,https://www.kompas.com/sports/read/2022/01/29/18000068/liga-1-2021-2022-badai-covid-19-menerjang-seri-4-di-bali
Bentuk Adaptasi dari Burung Elang,bentuk adaptasi burung elang,SKOLA,29/01/2022, 17:58 WIB,https://www.kompas.com/skola/read/2022/01/29/175831069/bentuk-adaptasi-dari-burung-elang
Ketum PAN: Gagasan Islam Moderat Harus Kita Perkuat Kembali,tum pan gagas islam moderat kuat,NEWS,29/01/2022, 17:56 WIB,https://nasional.kompas.com/read/2022/01/29/17562671/ketum-pan-gagasan-islam-moderat-harus-kita-perkuat-kembali
"Kenang Masa Jadi Pelajar, Kim Da Mi Ikut Sekolah Akting demi Kejar Mimpi sebagai Aktris",kenang ajar kim da mi sekolah akting kejar mimpi aktris,HYPE,29/01/2022, 17:55 WIB,https://www.kompas.com/hype/read/2022/01/29/175537566/kenang-masa-jadi-pelajar-kim-da-mi-ikut-sekolah-akting-demi-kejar-mimpi
"Resep Sup Ikan Salmon Jahe, Cocok untuk yang Sakit Tenggorokan",resep sup ikan salmon jahe cocok sakit tenggorok,FOOD,29/01/2022, 17:54 WIB,https://www.kompas.com/food/read/2022/01/29/175438675/resep-sup-ikan-salmon-jahe-cocok-untuk-yang-sakit-tenggorokan
"Cara Cetak Kartu BPJS Kesehatan, Bisa Lewat Website dan Aplikasi",cetak kartu bpjs sehat website aplikasi,WIKEN,29/01/2022, 17:49 WIB,https://www.kompas.com/wiken/read/2022/01/29/174939681/cara-cetak-kartu-bpjs-kesehatan-bisa-lewat-website-dan-aplikasi
"Persib Vs Persikabo, Tekad Maung Bandung Ubah Tren Negatif dalam Derbi Jabar",persib vs persikabo tekad maung bandung ubah tren negatif derbi jabar,BOLA,29/01/2022, 17:49 WIB,https://bola.kompas.com/read/2022/01/29/17493038/persib-vs-persikabo-tekad-maung-bandung-ubah-tren-negatif-dalam-derbi-jabar
Kelenteng Petak Sembilan Rayakan Imlek Tanpa Kembang Api dan Barongsai Sejak Pandemi,kelenteng petak sembilan raya imlek kembang api barongsai pandemi,NEWS,29/01/2022, 17:49 WIB,https://megapolitan.kompas.com/read/2022/01/29/17490991/kelenteng-petak-sembilan-rayakan-imlek-tanpa-kembang-api-dan-barongsai
